Index,Timestamp,Node2_Demand,Node9_Demand,Node10_Demand,Node11_Demand,Node12_Demand,Node13_Demand,Node21_Demand,Node22_Demand,Node23_Demand,Node31_Demand,Node32_Demand,Link9_Flows,Link10_Flows,Link11_Flows,Link12_Flows,Link21_Flows,Link22_Flows,Link31_Flows,Link110_Flows,Link111_Flows,Link112_Flows,Link113_Flows,Link121_Flows,Link122_Flows,Leak2_Demand,Leak21_Demand,Pressure_Node2,Pressure_Node9,Pressure_Node10,Pressure_Node11,Pressure_Node12,Pressure_Node13,Pressure_Node21,Pressure_Node22,Pressure_Node23,Pressure_Node31,Pressure_Node32,LeakOccurred,
32,2017-01-01 15:30:00,0,-226.8,0,28.8,25.2,21.6,32.4,43.2,28.8,21.6,21.6,226.8,226.8,122.4,28.8,14.4,21.6,7.2,0,75.6,68.4,7.2,28.8,14.4,0,0,45.72,0,117.732,116.312,118.055,119.071,117.691,119.109,120.532,116.7,113.527,0,
33,2017-01-01 16:00:00,0,-230.4,0,28.8,28.8,21.6,32.4,43.2,32.4,21.6,18,230.4,230.4,126,28.8,14.4,25.2,3.6,0,75.6,68.4,7.2,25.2,14.4,0,0,45.72,0,117.405,115.947,117.626,118.623,117.279,118.692,120.083,116.383,113.281,0,
34,2017-01-01 16:30:00,0,-230.4,0,28.8,28.8,21.6,36,43.2,32.4,21.6,21.6,230.4,230.4,126,28.8,14.4,25.2,7.2,0,75.6,68.4,7.2,25.2,14.4,0,0,45.72,0,117.323,115.856,117.556,118.559,117.164,118.605,120.015,116.234,113.079,0,
35,2017-01-01 17:00:00,0,-241.2,0,32.4,28.8,21.6,36,46.8,32.4,21.6,21.6,241.2,241.2,129.6,28.8,18,25.2,7.2,0,79.2,72,7.2,28.8,14.4,0,0,45.72,0,116.184,114.585,116.177,117.151,115.791,117.195,118.604,114.828,111.664,0,
36,2017-01-01 17:30:00,0,-244.8,0,36,28.8,21.6,32.4,43.2,36,25.2,21.6,244.8,244.8,129.6,28.8,14.4,25.2,7.2,0,79.2,68.4,7.2,28.8,18,0,0,45.72,0,115.91,114.279,115.886,116.835,115.5,116.907,118.295,114.386,111.226,0,
37,2017-01-01 18:00:00,0,-255.6,0,36,32.4,25.2,32.4,50.4,32.4,25.2,21.6,255.6,255.6,136.8,32.4,18,25.2,3.6,0,82.8,75.6,7.2,32.4,18,0,0,45.72,0,114.772,113.011,114.453,115.334,114.056,115.422,116.808,112.866,109.715,0,
38,2017-01-01 18:30:00,0,-262.8,0,36,32.4,25.2,39.6,46.8,36,21.6,21.6,262.8,262.8,140.4,32.4,18,28.8,3.6,0,86.4,75.6,10.8,28.8,14.4,0,0,45.72,0,113.874,112.01,113.353,114.215,112.899,114.3,115.663,111.914,108.769,0,
39,2017-01-01 19:00:00,0,-270,0,39.6,36,25.2,36,50.4,39.6,21.6,25.2,270,270,147.6,32.4,21.6,28.8,7.2,0,86.4,75.6,7.2,32.4,18,0,0,45.72,0,112.957,110.988,112.233,113.058,111.83,113.161,114.51,110.625,107.373,0,
40,2017-01-01 19:30:00,0,-277.2,0,39.6,32.4,25.2,36,54,43.2,25.2,25.2,277.2,277.2,147.6,36,21.6,32.4,7.2,0,90,82.8,10.8,32.4,18,0,0,45.72,0,112.212,110.16,111.338,112.074,110.852,112.185,113.509,109.561,106.344,0,
41,2017-01-01 20:00:00,0,-284.4,0,39.6,36,28.8,39.6,50.4,43.2,25.2,21.6,284.4,284.4,154.8,36,21.6,36,3.6,0,90,82.8,7.2,32.4,18,0,0,45.72,0,111.256,109.096,110.182,110.877,109.698,111.047,112.334,108.453,105.312,0,
42,2017-01-01 20:30:00,0,-277.2,0,36,36,25.2,39.6,54,39.6,28.8,21.6,277.2,277.2,151.2,36,18,28.8,3.6,0,90,79.2,10.8,32.4,18,0,0,45.72,0,112.234,110.184,111.341,112.118,110.854,112.213,113.567,109.531,106.392,0,
43,2017-01-01 21:00:00,0,-270,0,36,36,25.2,43.2,46.8,36,25.2,21.6,270,270,144,32.4,14.4,28.8,3.6,0,86.4,75.6,7.2,28.8,18,0,0,45.72,0,113.199,111.259,112.549,113.401,112.073,113.492,114.864,110.908,107.759,0,
44,2017-01-01 21:30:00,0,-259.2,0,32.4,32.4,21.6,39.6,46.8,36,25.2,21.6,259.2,259.2,140.4,32.4,14.4,25.2,7.2,0,86.4,75.6,10.8,32.4,18,0,0,45.72,0,114.293,112.477,113.84,114.726,113.365,114.786,116.172,112.173,109.009,0,
45,2017-01-01 22:00:00,0,-252,0,36,28.8,21.6,36,46.8,36,25.2,21.6,252,252,133.2,32.4,18,25.2,7.2,0,82.8,72,10.8,28.8,18,0,0,45.72,0,115.189,113.475,114.977,115.894,114.55,115.954,117.339,113.389,110.233,0,
46,2017-01-01 22:30:00,0,-234,0,36,28.8,21.6,32.4,43.2,32.4,21.6,21.6,234,234,126,28.8,14.4,25.2,3.6,0,75.6,68.4,7.2,28.8,14.4,0,0,45.72,0,117.061,115.564,117.28,118.289,116.926,118.336,119.745,115.926,112.781,0,
47,2017-01-01 23:00:00,0,-216,0,28.8,25.2,18,28.8,39.6,32.4,21.6,18,216,216,115.2,25.2,14.4,21.6,3.6,0,68.4,61.2,7.2,25.2,14.4,0,0,45.72,0,118.975,117.7,119.583,120.649,119.267,120.704,122.118,118.416,115.297,0,
48,2017-01-01 23:30:00,0,-180,0,25.2,21.6,14.4,25.2,32.4,28.8,18,14.4,180,180,97.2,21.6,10.8,21.6,3.6,0,57.6,50.4,7.2,21.6,10.8,0,0,45.72,0,121.915,120.989,123.21,124.401,122.976,124.444,125.882,122.361,119.289,0,
49,2017-01-02 00:00:00,0,-169.2,0,21.6,18,14.4,25.2,28.8,21.6,18,14.4,169.2,169.2,90,21.6,10.8,18,3.6,0,54,50.4,7.2,21.6,10.8,0,0,45.72,0,122.848,122.035,124.354,125.591,124.135,125.616,127.079,123.606,120.516,0,
50,2017-01-02 00:30:00,0,-147.6,0,18,18,10.8,25.2,25.2,21.6,14.4,10.8,147.6,147.6,79.2,18,7.2,18,3.6,0,50.4,43.2,7.2,18,10.8,0,0,45.72,0,124.277,123.64,126.107,127.402,125.931,127.424,128.89,125.54,122.465,0,
51,2017-01-02 01:00:00,0,-133.2,0,18,14.4,10.8,18,28.8,18,14.4,10.8,133.2,133.2,72,18,7.2,10.8,3.6,0,43.2,39.6,3.6,14.4,7.2,0,0,45.72,0,125.189,124.666,127.242,128.575,127.096,128.583,130.075,126.761,123.683,0,
52,2017-01-02 01:30:00,0,-115.2,0,14.4,14.4,10.8,18,21.6,14.4,10.8,10.8,115.2,115.2,61.2,14.4,3.6,10.8,3.6,0,39.6,36,3.6,14.4,7.2,0,0,45.72,0,126.181,125.784,128.473,129.86,128.355,129.863,131.36,128.065,125.001,0,
53,2017-01-02 02:00:00,0,-108,0,14.4,10.8,7.2,18,21.6,14.4,10.8,10.8,108,108,57.6,14.4,3.6,10.8,3.6,0,36,32.4,3.6,14.4,7.2,0,0,45.72,0,126.527,126.176,128.903,130.298,128.789,130.299,131.8,128.531,125.465,0,
54,2017-01-02 02:30:00,0,-104.4,0,14.4,10.8,7.2,18,18,14.4,10.8,7.2,104.4,104.4,54,14.4,3.6,10.8,3.6,0,36,32.4,3.6,10.8,7.2,0,0,45.72,0,126.644,126.307,129.058,130.465,128.959,130.468,131.967,128.754,125.689,0,
55,2017-01-02 03:00:00,0,-104.4,0,14.4,10.8,7.2,14.4,21.6,18,10.8,10.8,104.4,104.4,57.6,14.4,7.2,10.8,3.6,0,36,32.4,3.6,14.4,7.2,0,0,45.72,0,126.639,126.301,129.041,130.439,128.938,130.443,131.938,128.697,125.635,0,
56,2017-01-02 03:30:00,0,-111.6,0,14.4,10.8,10.8,18,21.6,14.4,10.8,10.8,111.6,111.6,57.6,14.4,7.2,10.8,0,0,36,32.4,3.6,14.4,7.2,0,0,45.72,0,126.357,125.983,128.698,130.09,128.584,130.093,131.594,128.311,125.253,0,
57,2017-01-02 04:00:00,0,-122.4,0,14.4,14.4,10.8,18,21.6,18,14.4,10.8,122.4,122.4,64.8,14.4,7.2,14.4,3.6,0,39.6,36,3.6,14.4,7.2,0,0,45.72,0,125.795,125.348,127.989,129.346,127.862,129.359,130.846,127.543,124.473,0,
58,2017-01-02 04:30:00,0,-133.2,0,18,18,10.8,21.6,21.6,18,14.4,10.8,133.2,133.2,72,18,7.2,14.4,3.6,0,43.2,39.6,3.6,14.4,7.2,0,0,45.72,0,125.204,124.683,127.255,128.599,127.123,128.617,130.097,126.791,123.723,0,
59,2017-01-02 05:00:00,0,-154.8,0,21.6,18,14.4,21.6,28.8,21.6,14.4,14.4,154.8,154.8,82.8,18,10.8,14.4,3.6,0,50.4,46.8,7.2,18,10.8,0,0,45.72,0,123.789,123.092,125.501,126.779,125.312,126.795,128.268,124.817,121.723,0,
60,2017-01-02 05:30:00,0,-176.4,0,25.2,21.6,14.4,25.2,32.4,28.8,14.4,18,176.4,176.4,93.6,21.6,14.4,21.6,3.6,0,57.6,50.4,7.2,21.6,10.8,0,0,45.72,0,122.36,121.488,123.745,124.953,123.545,124.995,126.43,123.006,119.877,0,
61,2017-01-02 06:00:00,0,-198,0,25.2,25.2,18,28.8,36,28.8,18,18,198,198,108,25.2,14.4,21.6,3.6,0,64.8,57.6,7.2,21.6,14.4,0,0,45.72,0,120.519,119.427,121.462,122.598,121.205,122.637,124.064,120.547,117.408,0,
62,2017-01-02 06:30:00,0,-216,0,28.8,28.8,21.6,32.4,36,32.4,21.6,21.6,216,216,118.8,28.8,14.4,25.2,3.6,0,72,61.2,7.2,25.2,14.4,0,0,45.72,0,118.714,117.409,119.264,120.318,118.946,120.385,121.79,118.061,114.925,0,
63,2017-01-02 07:00:00,0,-237.6,0,32.4,28.8,21.6,32.4,39.6,36,21.6,18,237.6,237.6,129.6,28.8,14.4,28.8,3.6,0,75.6,68.4,7.2,28.8,14.4,0,0,45.72,0,116.621,115.072,116.708,117.666,116.344,117.756,119.128,115.389,112.272,0,
64,2017-01-02 07:30:00,0,-266.4,0,39.6,32.4,21.6,36,50.4,39.6,21.6,21.6,266.4,266.4,144,32.4,18,28.8,7.2,0,86.4,75.6,10.8,28.8,18,0,0,45.72,0,113.659,111.77,113.108,113.97,112.699,114.053,115.398,111.622,108.413,0,
65,2017-01-02 08:00:00,0,-284.4,0,39.6,36,25.2,39.6,50.4,39.6,25.2,25.2,284.4,284.4,151.2,36,18,28.8,7.2,0,90,79.2,10.8,32.4,18,0,0,45.72,0,111.419,109.278,110.399,111.199,109.918,111.286,112.637,108.518,105.308,0,
66,2017-01-02 08:30:00,0,-306,0,43.2,39.6,25.2,39.6,57.6,46.8,28.8,25.2,306,306,165.6,39.6,21.6,36,7.2,0,97.2,86.4,10.8,32.4,18,0,0,45.72,0,108.78,106.342,107.15,107.801,106.619,107.914,109.202,105.186,102.008,0,
67,2017-01-02 09:00:00,0,-309.6,0,39.6,43.2,32.4,46.8,54,43.2,28.8,28.8,309.6,309.6,169.2,39.6,18,32.4,7.2,0,100.8,86.4,7.2,36,21.6,0,0,45.72,0,108.033,105.512,106.228,106.842,105.621,106.991,108.301,103.995,100.775,0,
68,2017-01-02 09:30:00,0,-320.4,0,39.6,43.2,28.8,43.2,57.6,50.4,32.4,28.8,320.4,320.4,176.4,39.6,25.2,36,7.2,0,104.4,93.6,10.8,39.6,21.6,0,0,45.72,0,106.552,103.867,104.399,104.929,103.791,105.081,106.333,102.042,98.831,0,
69,2017-01-02 10:00:00,0,-320.4,0,43.2,43.2,28.8,43.2,54,50.4,28.8,28.8,320.4,320.4,172.8,39.6,21.6,39.6,7.2,0,104.4,90,10.8,36,21.6,0,0,45.72,0,106.504,103.814,104.411,104.961,103.822,105.14,106.384,102.189,98.952,0,
70,2017-01-02 10:30:00,0,-334.8,0,43.2,46.8,32.4,46.8,61.2,46.8,32.4,28.8,334.8,334.8,183.6,43.2,25.2,36,7.2,0,108,93.6,10.8,36,21.6,0,0,45.72,0,104.754,101.87,102.213,102.701,101.603,102.873,104.137,99.876,96.686,0,
71,2017-01-02 11:00:00,0,-324,0,43.2,39.6,28.8,46.8,54,50.4,28.8,28.8,324,324,176.4,39.6,21.6,36,7.2,0,104.4,93.6,10.8,39.6,21.6,0,0,45.72,0,106.174,103.447,103.993,104.518,103.33,104.665,105.922,101.578,98.288,0,
72,2017-01-02 11:30:00,0,-302.4,0,39.6,43.2,25.2,43.2,50.4,43.2,28.8,28.8,302.4,302.4,165.6,36,18,32.4,7.2,0,97.2,82.8,10.8,36,21.6,0,0,45.72,0,108.885,106.459,107.269,107.97,106.723,108.095,109.402,105.172,101.954,0,
73,2017-01-02 12:00:00,0,-295.2,0,39.6,43.2,28.8,39.6,50.4,43.2,25.2,28.8,295.2,295.2,162,36,21.6,32.4,7.2,0,97.2,82.8,10.8,32.4,18,0,0,45.72,0,109.771,107.444,108.316,109.033,107.854,109.177,110.482,106.445,103.187,0,
74,2017-01-02 12:30:00,0,-291.6,0,39.6,36,25.2,39.6,54,46.8,25.2,25.2,291.6,291.6,154.8,36,21.6,32.4,7.2,0,93.6,82.8,10.8,32.4,18,0,0,45.72,0,110.632,108.402,109.424,110.155,108.897,110.239,111.549,107.565,104.375,0,
75,2017-01-02 13:00:00,0,-270,0,39.6,32.4,21.6,36,50.4,39.6,25.2,25.2,270,270,144,32.4,18,28.8,7.2,0,86.4,79.2,10.8,32.4,18,0,0,45.72,0,113.004,111.041,112.321,113.167,111.859,113.231,114.579,110.644,107.45,0,
76,2017-01-02 13:30:00,0,-270,0,36,32.4,25.2,39.6,46.8,39.6,25.2,21.6,270,270,144,32.4,18,28.8,3.6,0,86.4,79.2,10.8,32.4,18,0,0,45.72,0,113.246,111.31,112.577,113.401,112.096,113.49,114.83,110.891,107.754,0,
77,2017-01-02 14:00:00,0,-255.6,0,36,36,25.2,32.4,46.8,39.6,21.6,21.6,255.6,255.6,140.4,32.4,18,28.8,3.6,0,82.8,72,7.2,28.8,14.4,0,0,45.72,0,114.636,112.859,114.273,115.167,113.92,115.279,116.627,112.899,109.752,0,
78,2017-01-02 14:30:00,0,-244.8,0,32.4,32.4,21.6,36,43.2,36,21.6,21.6,244.8,244.8,133.2,28.8,14.4,25.2,7.2,0,79.2,68.4,10.8,28.8,14.4,0,0,45.72,0,115.982,114.359,115.923,116.894,115.547,116.963,118.345,114.585,111.407,0,
79,2017-01-02 15:00:00,0,-244.8,0,36,28.8,18,36,46.8,36,21.6,21.6,244.8,244.8,129.6,28.8,14.4,25.2,3.6,0,79.2,72,10.8,28.8,14.4,0,0,45.72,0,115.908,114.277,115.898,116.87,115.464,116.898,118.302,114.495,111.349,0,
80,2017-01-02 15:30:00,0,-241.2,0,36,32.4,21.6,36,43.2,36,21.6,21.6,241.2,241.2,129.6,28.8,14.4,25.2,7.2,0,79.2,68.4,10.8,25.2,14.4,0,0,45.72,0,116.188,114.589,116.207,117.186,115.814,117.243,118.634,114.89,111.723,0,
81,2017-01-02 16:00:00,0,-244.8,0,36,32.4,21.6,36,43.2,32.4,21.6,21.6,244.8,244.8,129.6,28.8,14.4,25.2,3.6,0,79.2,68.4,7.2,28.8,14.4,0,0,45.72,0,115.881,114.247,115.83,116.785,115.454,116.864,118.255,114.482,111.335,0,
82,2017-01-02 16:30:00,0,-241.2,0,32.4,32.4,21.6,32.4,46.8,36,21.6,21.6,241.2,241.2,129.6,28.8,18,25.2,7.2,0,79.2,68.4,7.2,25.2,14.4,0,0,45.72,0,116.316,114.732,116.324,117.285,115.972,117.36,118.743,115.069,111.891,0,
83,2017-01-02 17:00:00,0,-255.6,0,36,32.4,21.6,36,46.8,32.4,25.2,21.6,255.6,255.6,136.8,32.4,14.4,25.2,7.2,0,82.8,72,7.2,28.8,18,0,0,45.72,0,114.78,113.02,114.459,115.379,114.035,115.443,116.836,112.908,109.745,0,
84,2017-01-02 17:30:00,0,-266.4,0,36,36,25.2,36,50.4,36,25.2,21.6,266.4,266.4,144,32.4,18,28.8,3.6,0,86.4,75.6,10.8,28.8,18,0,0,45.72,0,113.349,111.425,112.717,113.58,112.284,113.653,115.03,111.158,108.03,0,
85,2017-01-02 18:00:00,0,-266.4,0,36,32.4,25.2,36,50.4,36,25.2,25.2,266.4,266.4,144,32.4,18,25.2,7.2,0,86.4,75.6,10.8,32.4,18,0,0,45.72,0,113.645,111.755,113.079,113.934,112.611,114,115.381,111.362,108.195,0,
86,2017-01-02 18:30:00,0,-277.2,0,39.6,36,25.2,39.6,46.8,39.6,25.2,21.6,277.2,277.2,147.6,36,18,32.4,7.2,0,90,79.2,10.8,32.4,18,0,0,45.72,0,112.125,110.063,111.27,112.067,110.798,112.173,113.506,109.58,106.417,0,
87,2017-01-02 19:00:00,0,-284.4,0,39.6,36,28.8,39.6,46.8,39.6,25.2,25.2,284.4,284.4,151.2,36,18,32.4,7.2,0,90,79.2,7.2,32.4,18,0,0,45.72,0,111.482,109.347,110.484,111.224,109.991,111.369,112.69,108.703,105.489,0,
88,2017-01-02 19:30:00,0,-280.8,0,39.6,36,25.2,39.6,54,36,28.8,25.2,280.8,280.8,151.2,36,18,25.2,7.2,0,90,79.2,7.2,32.4,18,0,0,45.72,0,111.721,109.614,110.769,111.568,110.254,111.64,113.022,108.848,105.672,0,
89,2017-01-02 20:00:00,0,-284.4,0,39.6,36,28.8,36,54,39.6,25.2,25.2,284.4,284.4,154.8,36,21.6,28.8,7.2,0,90,82.8,7.2,32.4,18,0,0,45.72,0,111.279,109.121,110.202,110.933,109.724,111.048,112.388,108.396,105.221,0,
90,2017-01-02 20:30:00,0,-288,0,39.6,36,25.2,36,54,43.2,28.8,25.2,288,288,154.8,36,21.6,32.4,7.2,0,93.6,82.8,10.8,32.4,18,0,0,45.72,0,110.959,108.766,109.796,110.521,109.314,110.633,111.951,107.92,104.73,0,
